Ref,DS_SS,Ref_name,Extracted_by,Ocean,Region,Study_location,Ecoregion_number,Study_site,Study_type,Genus,species,Updated_Genus,Updated_species,Colony_form,Other_forms,Coral_age_class,Coral_age_at_start_expt_days_since_settled,Coral_age_at_start_expt_days_postfert,Coral_age_at_end_expt_days_postfert,Surface_direction,Surface_direction_deg,Treatment,Exp_details,Other_conditions,Control_code,Sed_comp,Binary_sed_burial,Sed_level,Sed_level_UoM,Sed_level_stand_mg,Sed_level_avg_type,Sed_level_avg_N,Sed_level_avg_N_UoM,Sed_error_low,Sed_error_high,Sed_error_type,Sed_exposure,Sed_exposure_UoM,Sed_exposure_days,Sed_days,Days_after_start,Sed_application,Sed_notes,Binary_high_yield,Binary_hydrostatic_inflation,Binary_tentacular_activity,Binary_increased_mucus,Binary_congealed_sediment,Binary_auto_to_heterotroph,Binary_reduced_PR_ratio,Binary_reduced_FvFm,Binary_reduced_growth,Binary_reduced_fertilization,Binary_limited_settlement,Binary_bleaching_or_reduced_chla,Binary_algal_overgrowth,Binary_smothering,Binary_larval_survival,Binary_recruit_death,Binary_small_necroses,Binary_large_necroses,Binary_death_total,Bin_notes,Binary_non_adverse_reported,Binary_adverse_reported,Binary_mortality_reported,Binary_any_effect,Binary_effect_non_adverse,Binary_effect_adverse,Binary_effect_mortality,date_of extraction,Additional_notes,Changes_from_full_dataset
DS23,DS,Selim (2007),LJT,Indian,Red Sea,Red Sea north-central (ER002),2,Laboratory,manipulative,Pocillopora,damicornis,Pocillopora,damicornis,,,adult,,,,,,30 mg/cm2/day,Four weeks,n/a,0,presumably carbonate sand bc collected at a study site,0,30,mg/cm2/day,30,n/r,n/a,n/a,n/a,n/a,n/a,48,h,2,2,,,Taken from Methods p59,,,,,,,,,,,,1,,,,,,,1,"no information about bleaching/death/other sublethal effects, except at p203",0,1,1,1,NA,1,1,not recorded,sharing here only the results of lab experiments that investigated sediment dosage effects on mucus production and zooxanthellae density; did not record feeding bc not a response shared with other studies; also waiting to record results of field experiment,n/a
DS24,DS,Sheridan et al. (2014),LJT,Indian,Madagascar,Madagascar south (ER016),16,Laboratory,manipulative,Montipora,patula,Montipora,patula,,,adult,,,,,,Control (no sediment),Day,n/a,1,"sieved and autoclaved from Madigascar; fine (97% <63 micron), low-mineral, clay and aragonite sediment",0,0,mg/cm2/day,0,n/r,n/a,n/a,n/a,n/a,n/a,24,h,1,1,,,"sedimentation exposure in 8 3-h increments to mimic chronic, short-term sedimentation; totaled to ~62 mg/cm2/d for treated corals",,,,,,,0,,,,,,,,,,,,,based on Results; no significant difference between controls and treatment for O2 and P/R measures,0,1,0,0,NA,0,NA,not recorded,"this study is interesting and well done analysis of effects of short term exposure to sediment of coral health/immunity; however, many of the responses will likely not be comparable to other studies bc of scarcity of studies that also measured these",n/a
DS24,DS,Sheridan et al. (2014),LJT,Indian,Madagascar,Madagascar south (ER016),16,Laboratory,manipulative,Montipora,patula,Montipora,patula,,,adult,,,,,,Treated with sediment,Day,n/a,0,"sieved and autoclaved from Madigascar; fine (97% <63 micron), low-mineral, clay and aragonite sediment",0,62,mg/cm2/day,62,n/r,n/a,n/a,n/a,n/a,n/a,24,h,1,1,,,"sedimentation exposure in 8 3-h increments to mimic chronic, short-term sedimentation; totaled to ~62 mg/cm2/d for treated corals",,,,,,,0,,,,,,,,,,,,,based on Results; no significant difference between controls and treatment for O2 and P/R measures,0,1,0,0,NA,0,NA,not recorded,"this study is interesting and well done analysis of effects of short term exposure to sediment of coral health/immunity; however, many of the responses will likely not be comparable to other studies bc of scarcity of studies that also measured these",n/a
DS24,DS,Sheridan et al. (2014),LJT,Indian,Madagascar,Madagascar south (ER016),16,Laboratory,manipulative,Montipora,patula,Montipora,patula,,,adult,,,,,,Control (no sediment),Night,n/a,1,"sieved and autoclaved from Madigascar; fine (97% <63 micron), low-mineral, clay and aragonite sediment",0,0,mg/cm2/day,0,n/r,n/a,n/a,n/a,n/a,n/a,24,h,1,1,,,"sedimentation exposure in 8 3-h increments to mimic chronic, short-term sedimentation; totaled to ~62 mg/cm2/d for treated corals",,,,,,,0,,,,,,,,,,,,,based on Results; no significant difference between controls and treatment for O2 and P/R measures,0,1,0,0,NA,0,NA,not recorded,"this study is interesting and well done analysis of effects of short term exposure to sediment of coral health/immunity; however, many of the responses will likely not be comparable to other studies bc of scarcity of studies that also measured these",n/a
DS24,DS,Sheridan et al. (2014),LJT,Indian,Madagascar,Madagascar south (ER016),16,Laboratory,manipulative,Montipora,patula,Montipora,patula,,,adult,,,,,,Treated with sediment,Night,n/a,0,"sieved and autoclaved from Madigascar; fine (97% <63 micron), low-mineral, clay and aragonite sediment",0,62,mg/cm2/day,62,n/r,n/a,n/a,n/a,n/a,n/a,24,h,1,1,,,"sedimentation exposure in 8 3-h increments to mimic chronic, short-term sedimentation; totaled to ~62 mg/cm2/d for treated corals",,,,,,,0,,,,,,,,,,,,,based on Results; no significant difference between controls and treatment for O2 and P/R measures,0,1,0,0,NA,0,NA,not recorded,"this study is interesting and well done analysis of effects of short term exposure to sediment of coral health/immunity; however, many of the responses will likely not be comparable to other studies bc of scarcity of studies that also measured these",n/a
DS25,DS,Shore-Maggio et al. (2018),LJT,Pacific,Hawaii,Hawaii east (ER113),113,Laboratory,manipulative,Montipora,capitata,Montipora,capitata,,,adult,,,,,,Non-stressed - FSW only (no bacteria),n/a,n/a,1,"n/s, but taken from top 5 cm at fringing reef of Kaneohe Bay",0,0,g/m2/d,0,n/r,n/r,n/r,n/r,n/r,n/r,1,day,1,1,,,see Methods for description,,,,,,,,,,,,,,,,,0,0,0,"from Fig. 2; unfortunately, no other info provided bc focus was on mortality due to bacterial infection, which I cannot include bc it will confound results",0,1,1,0,NA,0,0,not recorded,"may not be useful because the only uninfected treatments were a single dosage of sediment (or not, for control) for 24 hours",n/a
DS25,DS,Shore-Maggio et al. (2018),LJT,Pacific,Hawaii,Hawaii east (ER113),113,Laboratory,manipulative,Montipora,capitata,Montipora,capitata,,,adult,,,,,,Sediment Stressed - FSW only (no bacteria),n/a,n/a,0,"n/s, but taken from top 5 cm at fringing reef of Kaneohe Bay",0,1000,g/m2/d,100,n/r,n/r,n/r,n/r,n/r,n/r,1,day,1,1,,,see Methods for description,,,,,,,,,,,,,,,,,0,0,0,"from Fig. 2; unfortunately, no other info provided bc focus was on mortality due to bacterial infection, which I cannot include bc it will confound results",0,1,1,0,NA,0,0,not recorded,"may not be useful because the only uninfected treatments were a single dosage of sediment (or not, for control) for 24 hours",n/a
DS26,DS,Sofonia (2006) PhD Chapter 3,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Laboratory,manipulative,Turbinaria,mesenterina,Turbinaria,mesenterina,,,adult,,,,,,Control - 0 mg/cm2/d,"Unshaded, Unheated","Unshaded, Unheated",1,fine (<150 micron) surface sediment from nearshore reef,0,0.5,mg/cm2/day,0.5,mean,36,tanks,0.2,0.2,s.e.,15,days,15,15,,,"From first paragraph of Results and Methods for experimental set up (n, days, etc)",,,,,,,,,0,,,0,,,,,,,0,"based on statistical analyses (full factorial, univariate ANOVA for single and interacting effects of sediment, light, and temp) that showed no effect of sediment on coral growth, chlorophyll content (=bleaching for purposes of binary responses), or death/mortality",0,1,1,0,NA,0,0,not recorded,"well done study that conducted fully factorial experiment on effects of 2 levels of sediment (+ control), light (shaded/unshaded), and temp (heated/unheated); i report here only the results of the unheated, unshaded treatments for 2 species; confused by their statistical analysis which showed no effect of sediment on growth rate (see Fig. 3.2A, first three columns)",n/a
DS26,DS,Sofonia (2006) PhD Chapter 3,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Laboratory,manipulative,Turbinaria,mesenterina,Turbinaria,mesenterina,,,adult,,,,,,High sediment - 100-126 mg/cm2/d,"Unshaded, Unheated","Unshaded, Unheated",0,fine (<150 micron) surface sediment from nearshore reef,0,126.7,mg/cm2/day,126.7,mean,36,tanks,29.8,29.8,s.e.,15,days,15,15,,,"From first paragraph of Results and Methods for experimental set up (n, days, etc)",,,,,,,,,0,,,0,,,,,,,0,"based on statistical analyses (full factorial, univariate ANOVA for single and interacting effects of sediment, light, and temp) that showed no effect of sediment on coral growth, chlorophyll content (=bleaching for purposes of binary responses), or death/mortality",0,1,1,0,NA,0,0,not recorded,"well done study that conducted fully factorial experiment on effects of 2 levels of sediment (+ control), light (shaded/unshaded), and temp (heated/unheated); i report here only the results of the unheated, unshaded treatments for 2 species; confused by their statistical analysis which showed no effect of sediment on growth rate (see Fig. 3.2A, first three columns)",n/a
DS26,DS,Sofonia (2006) PhD Chapter 3,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Laboratory,manipulative,Turbinaria,mesenterina,Turbinaria,mesenterina,,,adult,,,,,,Very high sediment - >250 mg/cm2/d,"Unshaded, Unheated","Unshaded, Unheated",0,fine (<150 micron) surface sediment from nearshore reef,0,246.3,mg/cm2/day,246.3,mean,36,tanks,47.4,47.4,s.e.,15,days,15,15,,,"From first paragraph of Results and Methods for experimental set up (n, days, etc)",,,,,,,,,0,,,0,,,,,,,0,"based on statistical analyses (full factorial, univariate ANOVA for single and interacting effects of sediment, light, and temp) that showed no effect of sediment on coral growth, chlorophyll content (=bleaching for purposes of binary responses), or death/mortality",0,1,1,0,NA,0,0,not recorded,"well done study that conducted fully factorial experiment on effects of 2 levels of sediment (+ control), light (shaded/unshaded), and temp (heated/unheated); i report here only the results of the unheated, unshaded treatments for 2 species; confused by their statistical analysis which showed no effect of sediment on growth rate (see Fig. 3.2A, first three columns)",n/a
DS26,DS,Sofonia (2006) PhD Chapter 3,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Laboratory,manipulative,Montipora,digitata,Montipora,digitata,,,adult,,,,,,Control - 0 mg/cm2/d,"Unshaded, Unheated","Unshaded, Unheated",1,fine (<150 micron) surface sediment from nearshore reef,0,0.5,mg/cm2/day,0.5,mean,36,tanks,0.2,0.2,s.e.,15,days,15,15,,,"From first paragraph of Results and Methods for experimental set up (n, days, etc)",,,,,,,,,0,,,0,,,,,,,0,"based on statistical analyses (full factorial, univariate ANOVA for single and interacting effects of sediment, light, and temp) that showed no effect of sediment on coral growth, chlorophyll content (=bleaching for purposes of binary responses), or death/mortality",0,1,1,0,NA,0,0,not recorded,"well done study that conducted fully factorial experiment on effects of 2 levels of sediment (+ control), light (shaded/unshaded), and temp (heated/unheated); i report here only the results of the unheated, unshaded treatments for 2 species; confused by their statistical analysis which showed no effect of sediment on growth rate (see Fig. 3.2A, first three columns)",n/a
DS26,DS,Sofonia (2006) PhD Chapter 3,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Laboratory,manipulative,Montipora,digitata,Montipora,digitata,,,adult,,,,,,High sediment - 100-126 mg/cm2/d,"Unshaded, Unheated","Unshaded, Unheated",0,fine (<150 micron) surface sediment from nearshore reef,0,126.7,mg/cm2/day,126.7,mean,36,tanks,29.8,29.8,s.e.,15,days,15,15,,,"From first paragraph of Results and Methods for experimental set up (n, days, etc)",,,,,,,,,0,,,0,,,,,,,0,"based on statistical analyses (full factorial, univariate ANOVA for single and interacting effects of sediment, light, and temp) that showed no effect of sediment on coral growth, chlorophyll content (=bleaching for purposes of binary responses), or death/mortality",0,1,1,0,NA,0,0,not recorded,"well done study that conducted fully factorial experiment on effects of 2 levels of sediment (+ control), light (shaded/unshaded), and temp (heated/unheated); i report here only the results of the unheated, unshaded treatments for 2 species; confused by their statistical analysis which showed no effect of sediment on growth rate (see Fig. 3.2A, first three columns)",n/a
DS26,DS,Sofonia (2006) PhD Chapter 3,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Laboratory,manipulative,Montipora,digitata,Montipora,digitata,,,adult,,,,,,Very high sediment - >250 mg/cm2/d,"Unshaded, Unheated","Unshaded, Unheated",0,fine (<150 micron) surface sediment from nearshore reef,0,246.3,mg/cm2/day,246.3,mean,36,tanks,47.4,47.4,s.e.,15,days,15,15,,,"From first paragraph of Results and Methods for experimental set up (n, days, etc)",,,,,,,,,0,,,0,,,,,,,0,"based on statistical analyses (full factorial, univariate ANOVA for single and interacting effects of sediment, light, and temp) that showed no effect of sediment on coral growth, chlorophyll content (=bleaching for purposes of binary responses), or death/mortality",0,1,1,0,NA,0,0,not recorded,"well done study that conducted fully factorial experiment on effects of 2 levels of sediment (+ control), light (shaded/unshaded), and temp (heated/unheated); i report here only the results of the unheated, unshaded treatments for 2 species; confused by their statistical analysis which showed no effect of sediment on growth rate (see Fig. 3.2A, first three columns)",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Acropora,formosa,Acropora,muricata,,,adult,,,,,,Gradient of sediment - 1,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,8.4,mg/cm2/day,8.4,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.6,,,,,,,,,,,,0,,,,,,,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",0,1,0,0,NA,0,NA,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Acropora,formosa,Acropora,muricata,,,adult,,,,,,Gradient of sediment - 2,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,11.2,mg/cm2/day,11.2,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.7,,,,,,,,,,,,0,,,,,,,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",0,1,0,0,NA,0,NA,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Acropora,formosa,Acropora,muricata,,,adult,,,,,,Gradient of sediment - 3,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,14.6,mg/cm2/day,14.6,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.8,,,,,,,,,,,,0,,,,,,,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",0,1,0,0,NA,0,NA,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Acropora,formosa,Acropora,muricata,,,adult,,,,,,Gradient of sediment - 4,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,18.9,mg/cm2/day,18.9,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.9,,,,,,,,,,,,0,,,,,,,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",0,1,0,0,NA,0,NA,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Acropora,formosa,Acropora,muricata,,,adult,,,,,,Gradient of sediment - 5,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,24.8,mg/cm2/day,24.8,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.10,,,,,,,,,,,,1,,,,,,,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",0,1,0,1,NA,1,NA,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Acropora,formosa,Acropora,muricata,,,adult,,,,,,Gradient of sediment - 6,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,32.4,mg/cm2/day,32.4,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.11,,,,,,,,,,,,0,,,,,,,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",0,1,0,0,NA,0,NA,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Acropora,formosa,Acropora,muricata,,,adult,,,,,,Gradient of sediment - 7,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,42.5,mg/cm2/day,42.5,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.12,,,,,,,,,,,,0,,,,,,,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",0,1,0,0,NA,0,NA,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Acropora,formosa,Acropora,muricata,,,adult,,,,,,Gradient of sediment - 8,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,55.8,mg/cm2/day,55.8,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.13,,,,,,,,,,,,0,,,,,,,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",0,1,0,0,NA,0,NA,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Acropora,formosa,Acropora,muricata,,,adult,,,,,,Gradient of sediment - 9,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,73.1,mg/cm2/day,73.1,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.14,,,,,,,,,,,,0,,,,,,,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",0,1,0,0,NA,0,NA,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Acropora,formosa,Acropora,muricata,,,adult,,,,,,Gradient of sediment - 10,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,95.9,mg/cm2/day,95.9,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.15,,,,,,,,,,,,0,,,,,,,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",0,1,0,0,NA,0,NA,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Montipora,tuberculosa,Montipora,tuberculosa,,,adult,,,,,,Gradient of sediment - 1,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,2.4,mg/cm2/day,2.4,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.16,,,0,0,,,,,,,,0,,,,,0,0,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",1,1,1,0,0,0,0,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Montipora,tuberculosa,Montipora,tuberculosa,,,adult,,,,,,Gradient of sediment - 2,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,4.9,mg/cm2/day,4.9,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.17,,,0,0,,,,,,,,1,,,,,1,0,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",1,1,1,1,0,1,1,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Montipora,tuberculosa,Montipora,tuberculosa,,,adult,,,,,,Gradient of sediment - 3,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,8.4,mg/cm2/day,8.4,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.18,,,0,0,,,,,,,,1,,,,,1,0,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",1,1,1,1,0,1,1,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Montipora,tuberculosa,Montipora,tuberculosa,,,adult,,,,,,Gradient of sediment - 4,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,11.2,mg/cm2/day,11.2,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.19,,,0,0,,,,,,,,1,,,,,1,0,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",1,1,1,1,0,1,1,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Montipora,tuberculosa,Montipora,tuberculosa,,,adult,,,,,,Gradient of sediment - 5,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,14.6,mg/cm2/day,14.6,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.20,,,0,0,,,,,,,,1,,,,,1,0,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",1,1,1,1,0,1,1,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Montipora,tuberculosa,Montipora,tuberculosa,,,adult,,,,,,Gradient of sediment - 6,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,18.9,mg/cm2/day,18.9,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.21,,,0,0,,,,,,,,1,,,,,1,0,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",1,1,1,1,0,1,1,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
